ResponseID,MissionUndefinedLikelihood,MisalignedMissionLikelihood,NoSocialImpactLikelihood,LaidOffEmployees,ExpectedSalary3Years,ExpectedSalary5Years
425,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
426,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
427,No,"Will NOT work for them",7,No,>50k,"131k to 150k"
428,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
429,No,"Will NOT work for them",1,No,"26k to 30k","111k to 130k"
430,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
431,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k",">151k"
432,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
433,No,"Will NOT work for them",5,No,>50k,">151k"
434,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
435,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
436,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
437,No,"Will NOT work for them",1,No,"21k to 25k","71k to 90k"
438,No,"Will NOT work for them",1,No,"21k to 25k","91k to 110k"
439,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
440,Yes,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
441,Yes,"Will work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
442,No,"Will NOT work for them",1,No,"16k to 20k","50k to 70k"
443,No,"Will NOT work for them",2,No,>50k,">151k"
444,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
445,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
446,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
447,No,"Will NOT work for them",1,No,"26k to 30k","91k to 110k"
448,No,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
449,Yes,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
450,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
451,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
452,No,"Will work for them",9,No,"21k to 25k","91k to 110k"
453,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
454,No,"Will NOT work for them",5,Yes,"41k to 50k","111k to 130k"
455,Yes,"Will NOT work for them",2,No,"11k to 15k","71k to 90k"
456,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
457,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
458,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
459,No,"Will NOT work for them",3,No,"26k to 30k","131k to 150k"
460,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
461,No,"Will NOT work for them",1,No,>50k,">151k"
462,Yes,"Will work for them",8,No,"21k to 25k","71k to 90k"
463,Yes,"Will work for them",3,No,"26k to 30k","50k to 70k"
464,No,"Will NOT work for them",7,No,>50k,"71k to 90k"
465,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","16k to 20k","91k to 110k"
466,Yes,"Will work for them",8,"I have NO other choice","5K to 10K","30k to 50k"
467,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
468,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
469,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","5K to 10K","30k to 50k"
470,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
471,Yes,"Will work for them",6,No,"16k to 20k","91k to 110k"
472,Yes,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere","16k to 20k","91k to 110k"
473,No,"Will NOT work for them",5,Yes,"16k to 20k","50k to 70k"
474,Yes,"Will NOT work for them",2,Yes,"21k to 25k","91k to 110k"
475,Yes,"Will NOT work for them",5,No,"26k to 30k","71k to 90k"
476,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
477,Yes,"Will work for them",7,Yes,"31k to 40k","71k to 90k"
478,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
479,Yes,"Will work for them",2,Yes,"41k to 50k","111k to 130k"
480,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
481,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
482,Yes,"Will work for them",7,No,"41k to 50k","71k to 90k"
483,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
484,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
485,No,"Will NOT work for them",1,No,>50k,"91k to 110k"
486,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
487,No,"Will NOT work for them",5,Yes,"31k to 40k","111k to 130k"
488,Yes,"Will work for them",7,Yes,"16k to 20k","71k to 90k"
489,Yes,"Will work for them",9,Yes,"21k to 25k","71k to 90k"
490,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
491,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
492,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","30k to 50k"
493,Yes,"Will work for them",7,Yes,"31k to 40k","71k to 90k"
494,No,"Will NOT work for them",1,"I have NO other choice","31k to 40k",">151k"
495,No,"Will NOT work for them",3,No,"26k to 30k","91k to 110k"
496,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
497,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
498,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
499,No,"Will NOT work for them",7,Yes,>50k,">151k"
500,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
501,No,"Will NOT work for them",7,Yes,>50k,">151k"
502,Yes,"Will NOT work for them",5,No,"41k to 50k","50k to 70k"
503,Yes,"Will work for them",9,No,"41k to 50k","91k to 110k"
504,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
505,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
506,No,"Will NOT work for them",5,Yes,"31k to 40k","71k to 90k"
507,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
508,Yes,"Will NOT work for them",6,No,"41k to 50k","91k to 110k"
509,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","16k to 20k","30k to 50k"
510,Yes,"Will work for them",4,Yes,"21k to 25k","91k to 110k"
511,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
512,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
513,No,"Will NOT work for them",2,Yes,"31k to 40k",">151k"
514,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
515,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
516,Yes,"Will work for them",10,No,"41k to 50k","111k to 130k"
517,No,"Will work for them",6,"I have NO other choice","41k to 50k","91k to 110k"
518,No,"Will NOT work for them",5,No,>50k,"71k to 90k"
519,No,"Will NOT work for them",6,No,"21k to 25k","71k to 90k"
520,Yes,"Will work for them",6,No,"26k to 30k","91k to 110k"
521,No,"Will NOT work for them",7,"I have NO other choice","21k to 25k","91k to 110k"
522,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
523,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
524,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
525,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
526,No,"Will NOT work for them",7,No,>50k,"71k to 90k"
527,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
528,No,"Will NOT work for them",5,No,"21k to 25k","71k to 90k"
529,Yes,"Will work for them",3,Yes,>50k,">151k"
530,No,"Will NOT work for them",6,"I have NO other choice","31k to 40k","91k to 110k"
531,No,"Will NOT work for them",1,No,"41k to 50k","91k to 110k"
532,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
533,No,"Will work for them",9,No,"41k to 50k","131k to 150k"
534,No,"Will NOT work for them",5,No,>50k,">151k"
535,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
536,Yes,"Will work for them",10,Yes,"31k to 40k","71k to 90k"
537,Yes,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
538,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
539,No,"Will work for them",8,No,"26k to 30k","50k to 70k"
540,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
541,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
542,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
543,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
544,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
545,No,"Will NOT work for them",2,No,"31k to 40k","111k to 130k"
546,No,"Will work for them",6,No,"26k to 30k","71k to 90k"
547,Yes,"Will NOT work for them",1,Yes,"41k to 50k","131k to 150k"
548,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
549,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
550,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
551,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
552,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
553,No,"Will NOT work for them",1,No,>50k,">151k"
554,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
555,No,"Will NOT work for them",1,No,"26k to 30k","71k to 90k"
556,Yes,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
557,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","30k to 50k"
558,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
559,No,"Will NOT work for them",3,"I have NO other choice","26k to 30k","91k to 110k"
560,No,"Will NOT work for them",2,"I have NO other choice","41k to 50k","131k to 150k"
561,No,"Will NOT work for them",2,No,"31k to 40k","71k to 90k"
562,No,"Will NOT work for them",5,No,"21k to 25k","111k to 130k"
563,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
564,No,"Will NOT work for them",7,"I have NO other choice","31k to 40k","71k to 90k"
565,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
566,No,"Will NOT work for them",1,No,"41k to 50k","50k to 70k"
567,Yes,"Will work for them",6,Yes,>50k,"111k to 130k"
568,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
569,No,"Will NOT work for them",2,No,"41k to 50k","131k to 150k"
570,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
571,No,"Will NOT work for them",1,No,>50k,"131k to 150k"
572,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
573,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
574,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
575,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
576,No,"Will NOT work for them",1,Yes,"31k to 40k","131k to 150k"
577,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","111k to 130k"
578,No,"Will NOT work for them",3,No,"31k to 40k","71k to 90k"
579,No,"Will NOT work for them",1,No,"41k to 50k","71k to 90k"
580,No,"Will NOT work for them",2,No,>50k,">151k"
581,No,"Will NOT work for them",5,No,>50k,">151k"
582,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
583,Yes,"Will work for them",3,No,"26k to 30k",">151k"
584,No,"Will NOT work for them",5,Yes,>50k,">151k"
585,No,"Will NOT work for them",5,No,>50k,">151k"
586,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
587,No,"Will NOT work for them",5,Yes,>50k,">151k"
588,No,"Will work for them",7,Yes,"5K to 10K","30k to 50k"
589,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
590,No,"Will work for them",4,No,>50k,"131k to 150k"
591,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
592,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
593,Yes,"Will NOT work for them",4,No,"21k to 25k","91k to 110k"
594,No,"Will NOT work for them",10,No,"26k to 30k","50k to 70k"
595,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
596,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
597,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
598,No,"Will NOT work for them",4,No,"41k to 50k",">151k"
599,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
600,Yes,"Will work for them",7,"I have NO other choice","21k to 25k",">151k"
601,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
602,Yes,"Will work for them",1,Yes,>50k,"131k to 150k"
603,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
604,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
605,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
606,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
607,No,"Will NOT work for them",3,No,"31k to 40k","111k to 130k"
608,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
609,No,"Will NOT work for them",3,No,>50k,"111k to 130k"
610,No,"Will NOT work for them",5,No,"21k to 25k","71k to 90k"
611,No,"Will NOT work for them",10,No,>50k,"131k to 150k"
612,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
613,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","16k to 20k",">151k"
614,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
615,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
616,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","50k to 70k"
617,Yes,"Will work for them",10,Yes,"11k to 15k","30k to 50k"
618,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"30k to 50k"
619,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
620,No,"Will NOT work for them",5,Yes,"31k to 40k","131k to 150k"
621,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","71k to 90k"
622,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
623,No,"Will NOT work for them",5,No,"31k to 40k","131k to 150k"
624,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
625,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
626,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
627,Yes,"Will NOT work for them",4,"I have NO other choice","5K to 10K","91k to 110k"
628,No,"Will NOT work for them",5,No,"31k to 40k","71k to 90k"
629,No,"Will NOT work for them",5,No,"41k to 50k","71k to 90k"
630,No,"Will work for them",4,No,"26k to 30k","111k to 130k"
631,No,"Will work for them",4,No,"41k to 50k",">151k"
632,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","50k to 70k"
633,No,"Will work for them",5,Yes,"41k to 50k","111k to 130k"
634,No,"Will NOT work for them",7,"I have NO other choice","16k to 20k","50k to 70k"
635,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
